Origin Country,Destination Country,Intermediate Nodes,Transaction Type,Transaction Currency,Tax Treaty Applicable,Tax Evasion Risk Index
UK,India,Singapore,Investment,GBP,Yes,35.03695254741081
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.75617818205976
France,South Africa,Mauritius,Royalty,EUR,No,55.02522893425336
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.952592132714585
USA,South Africa,Ireland,Dividend,USD,Yes,28.483986917516653
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.48837048720803
Japan,India,Singapore,Royalty,JPY,No,48.245190347180895
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.152080516684943
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.491788214100968
France,USA,Ireland,Acquisition,EUR,Yes,21.416422914686784
Canada,China,Hong Kong,Acquisition,CAD,No,65.18589740946521
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.40124585419744
France,USA,Ireland,Acquisition,EUR,Yes,22.027291920409677
France,USA,Ireland,Acquisition,EUR,Yes,20.679778781718124
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.94651844480276
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,32.20495869863368
USA,UK,Ireland,Acquisition,USD,Yes,10.177256634955608
Switzerland,Brazil,Singapore,Investment,CHF,No,52.15428441803928
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.91847734376104
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,42.18260405047212
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.90659676505463
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.159538357377336
UK,India,Singapore,Investment,GBP,Yes,33.52252823626346
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.143412364652026
Switzerland,Brazil,Singapore,Investment,CHF,No,53.074549158358174
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.331209129334997
Japan,India,Singapore,Royalty,JPY,No,48.16156596097577
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.7740876347419
USA,South Africa,Ireland,Dividend,USD,Yes,30.47621178422694
France,USA,Ireland,Acquisition,EUR,Yes,20.84369829162123
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,India,Singapore,Investment,GBP,Yes,33.22713222160538
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.02152232293126
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.57847223745367
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.29503772471328
UK,China,Singapore,Acquisition,GBP,Yes,14.221286702427802
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.225573497853286
Switzerland,Brazil,Singapore,Investment,CHF,No,48.84040871466932
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.621055782556002
France,South Africa,Mauritius,Royalty,EUR,No,54.822796382403446
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.361678558453708
USA,UK,Ireland,Acquisition,USD,Yes,10.333079789633716
Japan,India,Singapore,Royalty,JPY,No,51.92682481483818
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.38942992819325
Switzerland,Brazil,Singapore,Investment,CHF,No,52.053143082119014
UK,India,Singapore,Investment,GBP,Yes,35.96462140746858
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.877190083914908
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.83893017488113
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.68295194690157
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.58872673255995
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.289435652963302
Canada,China,Hong Kong,Acquisition,CAD,No,64.63861286416373
Japan,India,Singapore,Royalty,JPY,No,48.8931181768098
Germany,China,Hong Kong,Royalty,EUR,No,54.25173683828046
Japan,India,Singapore,Royalty,JPY,No,49.65430588346208
UK,China,Singapore,Acquisition,GBP,Yes,14.550915350563725
Japan,India,Singapore,Royalty,JPY,No,49.820698694647035
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.86565577487237
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.35111770155856
Germany,China,Hong Kong,Royalty,EUR,No,54.51084885610359
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.982952183373516
UK,China,Singapore,Acquisition,GBP,Yes,15.201880707112263
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,South Africa,Ireland,Dividend,USD,Yes,29.314276044346432
France,South Africa,Mauritius,Royalty,EUR,No,55.98625603055473
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.823026206522353
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.886895353411475
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Singapore,Acquisition,GBP,Yes,16.962518705880353
UK,India,Singapore,Investment,GBP,Yes,35.09812758017135
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.16228969007601
Canada,China,Hong Kong,Acquisition,CAD,No,65.96807991658535
USA,South Africa,Ireland,Dividend,USD,Yes,28.376992970915936
Switzerland,Brazil,Singapore,Investment,CHF,No,49.25301317391675
UK,India,Singapore,Investment,GBP,Yes,34.894922065767396
USA,South Africa,Ireland,Dividend,USD,Yes,30.6143212769302
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.288493209841885
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.462486961897774
UK,China,Singapore,Acquisition,GBP,Yes,14.403468539619315
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
France,USA,Ireland,Acquisition,EUR,Yes,19.79297782555051
USA,UK,Ireland,Acquisition,USD,Yes,10.408995614575188
Japan,India,Singapore,Royalty,JPY,No,50.4619487757626
USA,South Africa,Ireland,Dividend,USD,Yes,29.5063775017439
UK,India,Singapore,Investment,GBP,Yes,34.641516623559916
UK,India,Singapore,Investment,GBP,Yes,33.17229061009891
USA,South Africa,Ireland,Dividend,USD,Yes,27.267579994470914
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.934709574422644
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.362080669758656
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.63461386167114
Canada,China,Hong Kong,Acquisition,CAD,No,65.10958374290863
USA,South Africa,Ireland,Dividend,USD,Yes,29.877360252245296
France,South Africa,Mauritius,Royalty,EUR,No,54.78352274959982
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.7955888691003
UK,China,Singapore,Acquisition,GBP,Yes,15.327530262043679
Japan,India,Singapore,Royalty,JPY,No,49.70672804274449
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.04125821916778
UK,India,Singapore,Investment,GBP,Yes,34.341646062023784
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.789980179915563
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,66.69951462055175
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.983613007796414
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.06795059146792
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.21344286933826
UK,India,Singapore,Investment,GBP,Yes,34.76215030247136
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.88428996916889
USA,South Africa,Ireland,Dividend,USD,Yes,31.055835824544065
Japan,India,Singapore,Royalty,JPY,No,50.68919641274156
Germany,China,Hong Kong,Royalty,EUR,No,55.75379577926883
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.38378524691807
France,South Africa,Mauritius,Royalty,EUR,No,57.05244574028733
Canada,China,Hong Kong,Acquisition,CAD,No,65.27110558156562
France,USA,Ireland,Acquisition,EUR,Yes,20.378570894922092
Switzerland,Brazil,Singapore,Investment,CHF,No,51.337541674041816
France,USA,Ireland,Acquisition,EUR,Yes,21.211863931044228
France,USA,Ireland,Acquisition,EUR,Yes,19.261626540436957
Canada,China,Hong Kong,Acquisition,CAD,No,62.411642479332
France,USA,Ireland,Acquisition,EUR,Yes,20.012767610534997
Switzerland,Brazil,Singapore,Investment,CHF,No,50.84385971309574
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,USA,Ireland,Acquisition,EUR,Yes,20.236332283535102
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.10928873633541
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.95158345591027
Japan,India,Singapore,Royalty,JPY,No,50.47413792172641
UK,China,Singapore,Acquisition,GBP,Yes,14.061944127609232
Switzerland,Brazil,Singapore,Investment,CHF,No,48.598190126685225
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.31036891531525
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,USA,Ireland,Acquisition,EUR,Yes,20.922019680991276
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.770134130526802
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.82613722327567
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,China,Hong Kong,Royalty,EUR,No,55.524197609238506
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.434008305942044
Japan,India,Singapore,Royalty,JPY,No,48.8655465735743
USA,South Africa,Ireland,Dividend,USD,Yes,27.90019834733193
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,57.847250407294
France,USA,Ireland,Acquisition,EUR,Yes,19.217085457667565
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.28664708352568
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,22.718667490509148
UK,India,Singapore,Investment,GBP,Yes,32.997060810287145
France,South Africa,Mauritius,Royalty,EUR,No,54.554725868225866
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.99765394010579
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.45613760362049
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.886781859022578
Switzerland,Brazil,Singapore,Investment,CHF,No,49.27811013471089
UK,India,Singapore,Investment,GBP,Yes,36.755779539709735
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.0006509751624
Canada,China,Hong Kong,Acquisition,CAD,No,64.7814041366055
USA,South Africa,Ireland,Dividend,USD,Yes,29.270794529933788
France,USA,Ireland,Acquisition,EUR,Yes,20.424777787952998
Germany,China,Hong Kong,Royalty,EUR,No,55.389981674509436
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.935936689774373
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.47538781577784
France,South Africa,Mauritius,Royalty,EUR,No,55.97678656956247
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.70504212935185
Canada,China,Hong Kong,Acquisition,CAD,No,64.38392273114451
UK,India,Singapore,Investment,GBP,Yes,34.22705633041819
France,South Africa,Mauritius,Royalty,EUR,No,53.49575128995286
USA,South Africa,Ireland,Dividend,USD,Yes,30.4628692815887
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,27.31401570789085
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.783373135752953
Japan,India,Singapore,Royalty,JPY,No,49.77954010495572
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.314745524118724
Canada,China,Hong Kong,Acquisition,CAD,No,64.27032400220085
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.115937726405026
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.173681360247874
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.307183456653622
UK,China,Singapore,Acquisition,GBP,Yes,14.430218465758893
USA,South Africa,Ireland,Dividend,USD,Yes,27.802832141165855
USA,South Africa,Ireland,Dividend,USD,Yes,29.794350232308453
UK,India,Singapore,Investment,GBP,Yes,35.939144587509325
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.1416934594741
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.20537062473289
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.72773654751606
USA,South Africa,Ireland,Dividend,USD,Yes,28.33322729801057
USA,South Africa,Ireland,Dividend,USD,Yes,29.266373711399762
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.75171699390224
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.47539170488498
Canada,China,Hong Kong,Acquisition,CAD,No,64.84916299045446
Switzerland,Brazil,Singapore,Investment,CHF,No,52.21241704011773
France,South Africa,Mauritius,Royalty,EUR,No,57.56338199527598
UK,China,Singapore,Acquisition,GBP,Yes,16.087705800314357
Switzerland,Brazil,Singapore,Investment,CHF,No,52.83470489695881
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.00007378634935
UK,India,Singapore,Investment,GBP,Yes,36.25692133250171
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.68157923596844
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.33931515372034
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.426544431731134
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.381867273980525
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Canada,Mexico,Cayman Islands,Investment,CAD,No,67.58187890893659
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.126804025450767
Switzerland,Brazil,Singapore,Investment,CHF,No,49.742086518320534
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,India,Singapore,Investment,GBP,Yes,36.06047365341594
UK,India,Singapore,Investment,GBP,Yes,35.80403077063851
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.430910928562923
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.51601090016744
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
USA,South Africa,Ireland,Dividend,USD,Yes,28.91255810190446
Canada,China,Hong Kong,Acquisition,CAD,No,64.26687643474
Canada,China,Hong Kong,Acquisition,CAD,No,66.80776809585102
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.06806379806025
Germany,China,Hong Kong,Royalty,EUR,No,55.44378687603698
USA,South Africa,Ireland,Dividend,USD,Yes,29.11852394308255
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.76289356025711
USA,UK,Ireland,Acquisition,USD,Yes,10.368531159861668
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.57925262177547
UK,India,Singapore,Investment,GBP,Yes,34.633163884282204
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,China,Singapore,Acquisition,GBP,Yes,15.859952771060636
Switzerland,Brazil,Singapore,Investment,CHF,No,47.21832078411211
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.05245590620943
Switzerland,Brazil,Singapore,Investment,CHF,No,50.677083813526956
France,South Africa,Mauritius,Royalty,EUR,No,54.996366779379144
Canada,China,Hong Kong,Acquisition,CAD,No,64.40886324717377
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.468545786125624
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,67.97752527769012
Japan,India,Singapore,Royalty,JPY,No,50.97756304881971
France,South Africa,Mauritius,Royalty,EUR,No,53.65675976759934
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.61617160751233
UK,China,Singapore,Acquisition,GBP,Yes,14.748295855977252
Japan,India,Singapore,Royalty,JPY,No,51.27646809820169
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.76195211662495
Japan,India,Singapore,Royalty,JPY,No,50.135881696969236
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.848332293664402
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.91987675000552
France,South Africa,Mauritius,Royalty,EUR,No,54.29407075923448
Germany,China,Hong Kong,Royalty,EUR,No,54.33251524509657
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.212789165195375
Canada,China,Hong Kong,Acquisition,CAD,No,64.7634942424544
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Switzerland,Brazil,Singapore,Investment,CHF,No,49.61295061749398
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.082847753780513
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.799870515142263
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.783765735789494
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.686420689629905
UK,India,Singapore,Investment,GBP,Yes,35.809538392644654
Japan,India,Singapore,Royalty,JPY,No,50.474776354691926
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.799491264500354
France,South Africa,Mauritius,Royalty,EUR,No,53.37351973725847
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.178622207991662
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.936418215494232
UK,India,Singapore,Investment,GBP,Yes,36.28527723510753
Canada,China,Hong Kong,Acquisition,CAD,No,66.25546833057277
USA,UK,Ireland,Acquisition,USD,Yes,10.054366102539872
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.295316214422403
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.94486065010186
Switzerland,Brazil,Singapore,Investment,CHF,No,49.784904516229204
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.17087003614576
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.604194041702904
UK,India,Singapore,Investment,GBP,Yes,33.969723542906834
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.153501309134327
Japan,India,Singapore,Royalty,JPY,No,51.307760115808115
France,South Africa,Mauritius,Royalty,EUR,No,54.166949462857225
Japan,India,Singapore,Royalty,JPY,No,50.14837091406781
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.3610813506491
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.38323256092273
France,South Africa,Mauritius,Royalty,EUR,No,56.00124487462357
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.256334824018861
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.670205422847385
Switzerland,Brazil,Singapore,Investment,CHF,No,50.94350026252722
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.049920028295134
France,USA,Ireland,Acquisition,EUR,Yes,19.610247669216875
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,South Africa,Mauritius,Royalty,EUR,No,55.84668333018096
UK,China,Singapore,Acquisition,GBP,Yes,15.781261919061143
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.30691630369712
France,USA,Ireland,Acquisition,EUR,Yes,19.875099128707138
USA,South Africa,Ireland,Dividend,USD,Yes,27.878037805900888
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.759280113553917
UK,India,Singapore,Investment,GBP,Yes,36.09115822275134
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Japan,India,Singapore,Royalty,JPY,No,50.35105343625689
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.84385978663362
France,South Africa,Mauritius,Royalty,EUR,No,55.84835667291189
USA,UK,Ireland,Acquisition,USD,Yes,10.650138406886068
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.92587419763086
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.86647180691637
UK,India,Singapore,Investment,GBP,Yes,36.31970805139903
UK,India,Singapore,Investment,GBP,Yes,35.05804531346247
Japan,India,Singapore,Royalty,JPY,No,48.614468671939406
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,28.92058097456117
USA,South Africa,Ireland,Dividend,USD,Yes,28.586814948562612
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.92849234932637
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.315082405864022
France,South Africa,Mauritius,Royalty,EUR,No,56.79376947590984
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.886127580275982
Japan,India,Singapore,Royalty,JPY,No,50.19431971130227
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.922428165751796
UK,India,Singapore,Investment,GBP,Yes,34.69466381671959
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.25943477727204
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.21948506688877
Japan,India,Singapore,Royalty,JPY,No,50.022924774049095
UK,China,Singapore,Acquisition,GBP,Yes,15.372833602746624
UK,China,Singapore,Acquisition,GBP,Yes,14.882284763945336
Switzerland,Brazil,Singapore,Investment,CHF,No,50.55163746819736
France,South Africa,Mauritius,Royalty,EUR,No,54.75435115353299
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.365243640369233
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.25626953504393
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.03490077547877
USA,South Africa,Ireland,Dividend,USD,Yes,31.59889390292536
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.43200635789774
UK,China,Singapore,Acquisition,GBP,Yes,13.372885328960422
UK,China,Singapore,Acquisition,GBP,Yes,14.10198410956472
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.92907030823088
Switzerland,Brazil,Singapore,Investment,CHF,No,49.101788915248704
Switzerland,Brazil,Singapore,Investment,CHF,No,50.700047864551024
USA,South Africa,Ireland,Dividend,USD,Yes,29.0634496019986
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.67466906718307
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.75127892955571
USA,South Africa,Ireland,Dividend,USD,Yes,29.90211144381504
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.025317203273882
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.830071566740664
Switzerland,Brazil,Singapore,Investment,CHF,No,50.01829930967258
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.463129797446214
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.95958779996982
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.142556759369164
France,South Africa,Mauritius,Royalty,EUR,No,53.362079037570474
Japan,India,Singapore,Royalty,JPY,No,51.88379188911
Canada,China,Hong Kong,Acquisition,CAD,No,63.58067684188448
USA,South Africa,Ireland,Dividend,USD,Yes,28.440669333148758
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,India,Singapore,Investment,GBP,Yes,33.34498968261653
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.398221824721425
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.99047336409637
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.597047341128285
Germany,China,Hong Kong,Royalty,EUR,No,53.97944831765292
Germany,China,Hong Kong,Royalty,EUR,No,55.30101648190068
Germany,China,Hong Kong,Royalty,EUR,No,53.887479384356375
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.4420469356821
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.93211166678405
UK,India,Singapore,Investment,GBP,Yes,35.28568703766301
Japan,India,Singapore,Royalty,JPY,No,49.48370004951021
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.700198005475187
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.2436977383287
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.21399188938484
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.215702317182842
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.869163418893734
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.303725040576253
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.237959884282805
USA,UK,Ireland,Acquisition,USD,Yes,10.50100863128781
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.00940554820036
UK,India,Singapore,Investment,GBP,Yes,34.96047298672538
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.499643667113673
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.480288887556284
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.21241709152666
France,USA,Ireland,Acquisition,EUR,Yes,19.491873149175674
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.71937672526871
France,USA,Ireland,Acquisition,EUR,Yes,20.886808838477084
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Japan,India,Singapore,Royalty,JPY,No,49.12368477710757
France,South Africa,Mauritius,Royalty,EUR,No,53.05380884969959
UK,China,Singapore,Acquisition,GBP,Yes,14.052769761889705
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.739510749755254
UK,India,Singapore,Investment,GBP,Yes,34.0534276619944
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.974194840394437
USA,UK,Ireland,Acquisition,USD,Yes,10.26627540885398
Canada,China,Hong Kong,Acquisition,CAD,No,64.29932848947044
USA,South Africa,Ireland,Dividend,USD,Yes,30.933590545046503
France,USA,Ireland,Acquisition,EUR,Yes,21.448969676518708
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.976764459691138
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.92873753246806
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.19854811554294
Switzerland,Brazil,Singapore,Investment,CHF,No,51.46493435713538
USA,South Africa,Ireland,Dividend,USD,Yes,30.52126813977144
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.41123913857463
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.56907068205333
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.14559858075455
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.08725437829752
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.742175729888086
Canada,China,Hong Kong,Acquisition,CAD,No,64.19350090349813
Germany,China,Hong Kong,Royalty,EUR,No,56.441286727592974
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.96096922067696
UK,China,Singapore,Acquisition,GBP,Yes,14.619827534055247
UK,India,Singapore,Investment,GBP,Yes,34.174027788068855
Canada,China,Hong Kong,Acquisition,CAD,No,63.20299503673674
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Switzerland,Brazil,Singapore,Investment,CHF,No,50.04620095922112
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.60521476456601
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.97699271941171
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,China,Singapore,Acquisition,GBP,Yes,16.06989132213338
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.406458893780226
USA,South Africa,Ireland,Dividend,USD,Yes,31.2484554736071
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.117728915553613
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.1488448101701
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.68959065699563
